# This file was automatically generated by ViPErLEED v.0.1a.
# It contains the list of LEED beams generated from input file:
# E:/Work/Vienna/SPECSLab/Technical/Upgrades/Python LEED-IV/000-package/viperleed/guilib/leedsim/input examples/Ag(111)-(3xr3)rect - pm overlayer.tlm
#
# Structure: Ag(111)-(r3x3)rect
#
# Max. LEED Energy: 700.0 eV
# Bulk lattice: Hexagonal (p3m1); a = 2.8843 AA; alpha = 120.00 deg
#        Basis: a = [2.8843 0.0000]; b = [-1.4421  2.4979]
# Surface lattice: Rectangular (pm[1 0]); a = 4.9958 AA; b = 8.6529 AA
#
# Exporting beams from 3 domain(s) out of 3 symmetry-equivalent ones
# Domain 1 - Basis: a = [4.3265 2.4979]; b = [-4.3264  7.4936]
#            Superlattice: [[2 1] [0 3]]
# Domain 2 - Basis: a = [-4.3264  2.4979]; b = [4.3265 7.4936]
#            Superlattice: [[-1  1] [ 3  3]]
# Domain 3 - Basis: a = [-0.0000 -4.9958]; b = [-8.6529  0.0000]
#            Superlattice: [[-1 -2] [-3  0]]
#
# * h and k are the surface Miller indices of each LEED spot; both fractional
#   and floating-point versions are provided.
# * gx and gy are the horizontal and vertical components of reciprocal lattice
#   vectors in AA^(-1), and include a factor of 2*pi.
# * Beams with the same absolute value of "group" are symmetry equivalent (at
#   normal incidence); extinct spots have a negative "group" index.
# * The domains contributing to each spot are listed in "domain(s)". Domains
#   contributing with glide-extinct spots are reported in parentheses.

(   h |   k ),    h   ,    k   ,    gx   ,    gy   ,group,domain(s),
( -1/6|-11/3),-0.16667,-3.66667, -0.36307, -9.43279,  107,        1,
( 13/6| 13/6), 2.16667, 2.16667,  4.71989,  8.17508,  108,        2,
( 13/3|-13/6), 4.33333,-2.16667,  9.43977, -0.00000,  108,        3,
(-13/6| 13/3),-2.16667, 4.33333, -4.71989,  8.17508,  108,        1,
( 13/6|-13/3), 2.16667,-4.33333,  4.71989, -8.17508,  108,        1,
(-13/3| 13/6),-4.33333, 2.16667, -9.43977,  0.00000,  108,        3,
(-13/6|-13/6),-2.16667,-2.16667, -4.71989, -8.17508,  108,        2,
(  1/6| 11/3), 0.16667, 3.66667,  0.36307,  9.43279,  109,        1,
( -1/6| 23/6),-0.16667, 3.83333, -0.36307,  9.43279,  109,        2,
( 23/6|-11/3), 3.83333,-3.66667,  8.35057, -4.40197,  109,        1,
( 11/3|-23/6), 3.66667,-3.83333,  7.98750, -5.03082,  109,        3,
(-23/6|  1/6),-3.83333, 0.16667, -8.35057, -4.40197,  109,        2,
(-11/3| -1/6),-3.66667,-0.16667, -7.98750, -5.03082,  109,        3,
(  7/2|  1/2), 3.50000, 0.50000,  7.62443,  5.65967,  110,        2,
(  4  | -1/2), 4.00000,-0.50000,  8.71364,  3.77312,  110,        3,
( -7/2|  4  ),-3.50000, 4.00000, -7.62443,  5.65967,  110,        1,
( -4  |  7/2),-4.00000, 3.50000, -8.71364,  3.77312,  110,        3,
(  1/2| -4  ), 0.50000,-4.00000,  1.08920, -9.43279,  110,        1,
( -1/2| -7/2),-0.50000,-3.50000, -1.08920, -9.43279,  110,        2,
(  1/2|  7/2), 0.50000, 3.50000,  1.08920,  9.43279,  111,        2,
( -1/2|  4  ),-0.50000, 4.00000, -1.08920,  9.43279,  111,        1,
(  4  | -7/2), 4.00000,-3.50000,  8.71364, -3.77312,  111,        3,
(  7/2| -4  ), 3.50000,-4.00000,  7.62443, -5.65967,  111,        1,
( -4  |  1/2),-4.00000, 0.50000, -8.71364, -3.77312,  111,        3,
( -7/2| -1/2),-3.50000,-0.50000, -7.62443, -5.65967,  111,        2,
(  5/3|  8/3), 1.66667, 2.66667,  3.63068,  8.80394,  112,    1+2+3,
( -5/3| 13/3),-1.66667, 4.33333, -3.63068,  8.80394,  112,    1+2+3,
( 13/3| -8/3), 4.33333,-2.66667,  9.43977, -1.25771,  112,    1+2+3,
(  8/3|-13/3), 2.66667,-4.33333,  5.80909, -7.54623,  112,    1+2+3,
(-13/3|  5/3),-4.33333, 1.66667, -9.43977, -1.25771,  112,    1+2+3,
( -8/3| -5/3),-2.66667,-1.66667, -5.80909, -7.54623,  112,    1+2+3,
(  8/3|  5/3), 2.66667, 1.66667,  5.80909,  7.54623,  113,    1+2+3,
( 13/3| -5/3), 4.33333,-1.66667,  9.43977,  1.25771,  113,    1+2+3,
( -8/3| 13/3),-2.66667, 4.33333, -5.80909,  7.54623,  113,    1+2+3,
(-13/3|  8/3),-4.33333, 2.66667, -9.43977,  1.25771,  113,    1+2+3,
(  5/3|-13/3), 1.66667,-4.33333,  3.63068, -8.80394,  113,    1+2+3,
( -5/3| -8/3),-1.66667,-2.66667, -3.63068, -8.80394,  113,    1+2+3,
( 10/3|  5/6), 3.33333, 0.83333,  7.26136,  6.28853,  114,        3,
( 25/6| -5/6), 4.16667,-0.83333,  9.07670,  3.14426,  114,        2,
(-10/3| 25/6),-3.33333, 4.16667, -7.26136,  6.28853,  114,        3,
(-25/6| 10/3),-4.16667, 3.33333, -9.07670,  3.14426,  114,        1,
(  5/6|-25/6), 0.83333,-4.16667,  1.81534, -9.43279,  114,        2,
( -5/6|-10/3),-0.83333,-3.33333, -1.81534, -9.43279,  114,        1,
(  5/6| 10/3), 0.83333, 3.33333,  1.81534,  9.43279,  115,        1,
( -5/6| 25/6),-0.83333, 4.16667, -1.81534,  9.43279,  115,        2,
( 25/6|-10/3), 4.16667,-3.33333,  9.07670, -3.14426,  115,        1,
( 10/3|-25/6), 3.33333,-4.16667,  7.26136, -6.28853,  115,        3,
(-25/6|  5/6),-4.16667, 0.83333, -9.07670, -3.14426,  115,        2,
(-10/3| -5/6),-3.33333,-0.83333, -7.26136, -6.28853,  115,        3,
( 19/6|  7/6), 3.16667, 1.16667,  6.89830,  6.91738,  116,        2,
( 13/3| -7/6), 4.33333,-1.16667,  9.43977,  2.51541,  116,        3,
(-19/6| 13/3),-3.16667, 4.33333, -6.89830,  6.91738,  116,        1,
(-13/3| 19/6),-4.33333, 3.16667, -9.43977,  2.51541,  116,        3,
(  7/6|-13/3), 1.16667,-4.33333,  2.54148, -9.43279,  116,        1,
( -7/6|-19/6),-1.16667,-3.16667, -2.54148, -9.43279,  116,        2,
(  7/6| 19/6), 1.16667, 3.16667,  2.54148,  9.43279,  117,        2,
( -7/6| 13/3),-1.16667, 4.33333, -2.54148,  9.43279,  117,        1,
( 13/3|-19/6), 4.33333,-3.16667,  9.43977, -2.51541,  117,        3,
( 19/6|-13/3), 3.16667,-4.33333,  6.89830, -6.91738,  117,        1,
(-13/3|  7/6),-4.33333, 1.16667, -9.43977, -2.51541,  117,        3,
(-19/6| -7/6),-3.16667,-1.16667, -6.89830, -6.91738,  117,        2,
(  2  |  5/2), 2.00000, 2.50000,  4.35682,  8.80394,  118,        3,
( -2  |  9/2),-2.00000, 4.50000, -4.35682,  8.80394,  118,        3,
(  9/2| -5/2), 4.50000,-2.50000,  9.80284, -0.62885,  118,        2,
(  5/2| -9/2), 2.50000,-4.50000,  5.44602, -8.17508,  118,        2,
( -9/2|  2  ),-4.50000, 2.00000, -9.80284, -0.62885,  118,        1,
( -5/2| -2  ),-2.50000,-2.00000, -5.44602, -8.17508,  118,        1,
(  5/2|  2  ), 2.50000, 2.00000,  5.44602,  8.17508,  119,        1,
(  9/2| -2  ), 4.50000,-2.00000,  9.80284,  0.62885,  119,        1,
( -5/2|  9/2),-2.50000, 4.50000, -5.44602,  8.17508,  119,        2,
( -9/2|  5/2),-4.50000, 2.50000, -9.80284,  0.62885,  119,        2,
(  2  | -9/2), 2.00000,-4.50000,  4.35682, -8.80394,  119,        3,
( -2  | -5/2),-2.00000,-2.50000, -4.35682, -8.80394,  119,        3,
(  3  |  3/2), 3.00000, 1.50000,  6.53523,  7.54623,  120,        3,
(  9/2| -3/2), 4.50000,-1.50000,  9.80284,  1.88656,  120,        2,
( -3  |  9/2),-3.00000, 4.50000, -6.53523,  7.54623,  120,        3,
( -9/2|  3  ),-4.50000, 3.00000, -9.80284,  1.88656,  120,        1,
(  3/2| -9/2), 1.50000,-4.50000,  3.26761, -9.43279,  120,        2,
( -3/2| -3  ),-1.50000,-3.00000, -3.26761, -9.43279,  120,        1,
(  3/2|  3  ), 1.50000, 3.00000,  3.26761,  9.43279,  121,        1,
( -3/2|  9/2),-1.50000, 4.50000, -3.26761,  9.43279,  121,        2,
(  9/2| -3  ), 4.50000,-3.00000,  9.80284, -1.88656,  121,        1,
(  3  | -9/2), 3.00000,-4.50000,  6.53523, -7.54623,  121,        3,
( -9/2|  3/2),-4.50000, 1.50000, -9.80284, -1.88656,  121,        2,
( -3  | -3/2),-3.00000,-1.50000, -6.53523, -7.54623,  121,        3,
(  4  |  0  ), 4.00000, 0.00000,  8.71364,  5.03082,  122,    1+2+3,
( -4  |  4  ),-4.00000, 4.00000, -8.71364,  5.03082,  122,    1+2+3,
(  0  | -4  ), 0.00000,-4.00000,  0.00000,-10.06164,  122,    1+2+3,
(  0  |  4  ), 0.00000, 4.00000,  0.00000, 10.06164,  123,    1+2+3,
(  4  | -4  ), 4.00000,-4.00000,  8.71364, -5.03082,  123,    1+2+3,
( -4  |  0  ),-4.00000, 0.00000, -8.71364, -5.03082,  123,    1+2+3,
( 23/6|  1/3), 3.83333, 0.33333,  8.35057,  5.65967,  124,        1,
( 25/6| -1/3), 4.16667,-0.33333,  9.07670,  4.40197,  124,        1,
(-23/6| 25/6),-3.83333, 4.16667, -8.35057,  5.65967,  124,        2,
(-25/6| 23/6),-4.16667, 3.83333, -9.07670,  4.40197,  124,        2,
(  1/3|-25/6), 0.33333,-4.16667,  0.72614,-10.06164,  124,        3,
( -1/3|-23/6),-0.33333,-3.83333, -0.72614,-10.06164,  124,        3,
(  1/3| 23/6), 0.33333, 3.83333,  0.72614, 10.06164,  125,        3,
( -1/3| 25/6),-0.33333, 4.16667, -0.72614, 10.06164,  125,        3,
( 25/6|-23/6), 4.16667,-3.83333,  9.07670, -4.40197,  125,        2,
( 23/6|-25/6), 3.83333,-4.16667,  8.35057, -5.65967,  125,        2,
(-25/6|  1/3),-4.16667, 0.33333, -9.07670, -4.40197,  125,        1,
(-23/6| -1/3),-3.83333,-0.33333, -8.35057, -5.65967,  125,        1,
(  2/3| 11/3), 0.66667, 3.66667,  1.45227, 10.06164,  126,    1+2+3,
( -2/3| 13/3),-0.66667, 4.33333, -1.45227, 10.06164,  126,    1+2+3,
( 13/3|-11/3), 4.33333,-3.66667,  9.43977, -3.77312,  126,    1+2+3,
( 11/3|-13/3), 3.66667,-4.33333,  7.98750, -6.28853,  126,    1+2+3,
(-13/3|  2/3),-4.33333, 0.66667, -9.43977, -3.77312,  126,    1+2+3,
(-11/3| -2/3),-3.66667,-0.66667, -7.98750, -6.28853,  126,    1+2+3,
( 11/3|  2/3), 3.66667, 0.66667,  7.98750,  6.28853,  127,    1+2+3,
( 13/3| -2/3), 4.33333,-0.66667,  9.43977,  3.77312,  127,    1+2+3,
(-11/3| 13/3),-3.66667, 4.33333, -7.98750,  6.28853,  127,    1+2+3,
(-13/3| 11/3),-4.33333, 3.66667, -9.43977,  3.77312,  127,    1+2+3,
(  2/3|-13/3), 0.66667,-4.33333,  1.45227,-10.06164,  127,    1+2+3,
( -2/3|-11/3),-0.66667,-3.66667, -1.45227,-10.06164,  127,    1+2+3,
(  7/3|  7/3), 2.33333, 2.33333,  5.08295,  8.80394,  128,    1+2+3,
( 14/3| -7/3), 4.66667,-2.33333, 10.16591, -0.00000,  128,    1+2+3,
( -7/3| 14/3),-2.33333, 4.66667, -5.08295,  8.80394,  128,    1+2+3,
(  7/3|-14/3), 2.33333,-4.66667,  5.08295, -8.80394,  128,    1+2+3,
(-14/3|  7/3),-4.66667, 2.33333,-10.16591,  0.00000,  128,    1+2+3,
( -7/3| -7/3),-2.33333,-2.33333, -5.08295, -8.80394,  128,    1+2+3,
( 17/6| 11/6), 2.83333, 1.83333,  6.17216,  8.17508,  129,        2,
( 14/3|-11/6), 4.66667,-1.83333, 10.16591,  1.25771,  129,        3,
(-17/6| 14/3),-2.83333, 4.66667, -6.17216,  8.17508,  129,        1,
(-14/3| 17/6),-4.66667, 2.83333,-10.16591,  1.25771,  129,        3,
( 11/6|-14/3), 1.83333,-4.66667,  3.99375, -9.43279,  129,        1,
(-11/6|-17/6),-1.83333,-2.83333, -3.99375, -9.43279,  129,        2,
( 11/6| 17/6), 1.83333, 2.83333,  3.99375,  9.43279,  130,        2,
(-11/6| 14/3),-1.83333, 4.66667, -3.99375,  9.43279,  130,        1,
( 14/3|-17/6), 4.66667,-2.83333, 10.16591, -1.25771,  130,        3,
( 17/6|-14/3), 2.83333,-4.66667,  6.17216, -8.17508,  130,        1,
(-14/3| 11/6),-4.66667, 1.83333,-10.16591, -1.25771,  130,        3,
(-17/6|-11/6),-2.83333,-1.83333, -6.17216, -8.17508,  130,        2,
(  7/2|  1  ), 3.50000, 1.00000,  7.62443,  6.91738,  131,        1,
(  9/2| -1  ), 4.50000,-1.00000,  9.80284,  3.14426,  131,        1,
( -7/2|  9/2),-3.50000, 4.50000, -7.62443,  6.91738,  131,        2,
( -9/2|  7/2),-4.50000, 3.50000, -9.80284,  3.14426,  131,        2,
(  1  | -9/2), 1.00000,-4.50000,  2.17841,-10.06164,  131,        3,
( -1  | -7/2),-1.00000,-3.50000, -2.17841,-10.06164,  131,        3,
(  1  |  7/2), 1.00000, 3.50000,  2.17841, 10.06164,  132,        3,
( -1  |  9/2),-1.00000, 4.50000, -2.17841, 10.06164,  132,        3,
(  9/2| -7/2), 4.50000,-3.50000,  9.80284, -3.14426,  132,        2,
(  7/2| -9/2), 3.50000,-4.50000,  7.62443, -6.91738,  132,        2,
( -9/2|  1  ),-4.50000, 1.00000, -9.80284, -3.14426,  132,        1,
( -7/2| -1  ),-3.50000,-1.00000, -7.62443, -6.91738,  132,        1,
( 10/3|  4/3), 3.33333, 1.33333,  7.26136,  7.54623,  133,    1+2+3,
( 14/3| -4/3), 4.66667,-1.33333, 10.16591,  2.51541,  133,    1+2+3,
(-10/3| 14/3),-3.33333, 4.66667, -7.26136,  7.54623,  133,    1+2+3,
(-14/3| 10/3),-4.66667, 3.33333,-10.16591,  2.51541,  133,    1+2+3,
(  4/3|-14/3), 1.33333,-4.66667,  2.90455,-10.06164,  133,    1+2+3,
( -4/3|-10/3),-1.33333,-3.33333, -2.90455,-10.06164,  133,    1+2+3,
(  4/3| 10/3), 1.33333, 3.33333,  2.90455, 10.06164,  134,    1+2+3,
( -4/3| 14/3),-1.33333, 4.66667, -2.90455, 10.06164,  134,    1+2+3,
( 14/3|-10/3), 4.66667,-3.33333, 10.16591, -2.51541,  134,    1+2+3,
( 10/3|-14/3), 3.33333,-4.66667,  7.26136, -7.54623,  134,    1+2+3,
(-14/3|  4/3),-4.66667, 1.33333,-10.16591, -2.51541,  134,    1+2+3,
(-10/3| -4/3),-3.33333,-1.33333, -7.26136, -7.54623,  134,    1+2+3,
(  8/3| 13/6), 2.66667, 2.16667,  5.80909,  8.80394,  135,        3,
( 29/6|-13/6), 4.83333,-2.16667, 10.52898,  0.62885,  135,        2,
( -8/3| 29/6),-2.66667, 4.83333, -5.80909,  8.80394,  135,        3,
(-29/6|  8/3),-4.83333, 2.66667,-10.52898,  0.62885,  135,        1,
( 13/6|-29/6), 2.16667,-4.83333,  4.71989, -9.43279,  135,        2,
(-13/6| -8/3),-2.16667,-2.66667, -4.71989, -9.43279,  135,        1,
( 13/6|  8/3), 2.16667, 2.66667,  4.71989,  9.43279,  136,        1,
(-13/6| 29/6),-2.16667, 4.83333, -4.71989,  9.43279,  136,        2,
( 29/6| -8/3), 4.83333,-2.66667, 10.52898, -0.62885,  136,        1,
(  8/3|-29/6), 2.66667,-4.83333,  5.80909, -8.80394,  136,        3,
(-29/6| 13/6),-4.83333, 2.16667,-10.52898, -0.62885,  136,        2,
( -8/3|-13/6),-2.66667,-2.16667, -5.80909, -8.80394,  136,        3,
(  5/3| 19/6), 1.66667, 3.16667,  3.63068, 10.06164,  137,        3,
( -5/3| 29/6),-1.66667, 4.83333, -3.63068, 10.06164,  137,        3,
( 29/6|-19/6), 4.83333,-3.16667, 10.52898, -1.88656,  137,        2,
( 19/6|-29/6), 3.16667,-4.83333,  6.89830, -8.17508,  137,        2,
(-29/6|  5/3),-4.83333, 1.66667,-10.52898, -1.88656,  137,        1,
(-19/6| -5/3),-3.16667,-1.66667, -6.89830, -8.17508,  137,        1,
( 25/6|  1/6), 4.16667, 0.16667,  9.07670,  5.65967,  138,        2,
( 13/3| -1/6), 4.33333,-0.16667,  9.43977,  5.03082,  138,        3,
(-25/6| 13/3),-4.16667, 4.33333, -9.07670,  5.65967,  138,        1,
(-13/3| 25/6),-4.33333, 4.16667, -9.43977,  5.03082,  138,        3,
(  1/6|-13/3), 0.16667,-4.33333,  0.36307,-10.69049,  138,        1,
( -1/6|-25/6),-0.16667,-4.16667, -0.36307,-10.69049,  138,        2,
( 19/6|  5/3), 3.16667, 1.66667,  6.89830,  8.17508,  139,        1,
( 29/6| -5/3), 4.83333,-1.66667, 10.52898,  1.88656,  139,        1,
(-19/6| 29/6),-3.16667, 4.83333, -6.89830,  8.17508,  139,        2,
(-29/6| 19/6),-4.83333, 3.16667,-10.52898,  1.88656,  139,        2,
(  5/3|-29/6), 1.66667,-4.83333,  3.63068,-10.06164,  139,        3,
( -5/3|-19/6),-1.66667,-3.16667, -3.63068,-10.06164,  139,        3,
(  1/6| 25/6), 0.16667, 4.16667,  0.36307, 10.69049,  140,        2,
( -1/6| 13/3),-0.16667, 4.33333, -0.36307, 10.69049,  140,        1,
( 13/3|-25/6), 4.33333,-4.16667,  9.43977, -5.03082,  140,        3,
( 25/6|-13/3), 4.16667,-4.33333,  9.07670, -5.65967,  140,        1,
(-13/3|  1/6),-4.33333, 0.16667, -9.43977, -5.03082,  140,        3,
(-25/6| -1/6),-4.16667,-0.16667, -9.07670, -5.65967,  140,        2,
(  4  |  1/2), 4.00000, 0.50000,  8.71364,  6.28853,  141,        3,
(  9/2| -1/2), 4.50000,-0.50000,  9.80284,  4.40197,  141,        2,
( -4  |  9/2),-4.00000, 4.50000, -8.71364,  6.28853,  141,        3,
( -9/2|  4  ),-4.50000, 4.00000, -9.80284,  4.40197,  141,        1,
(  1/2| -9/2), 0.50000,-4.50000,  1.08920,-10.69049,  141,        2,
( -1/2| -4  ),-0.50000,-4.00000, -1.08920,-10.69049,  141,        1,
(  1/2|  4  ), 0.50000, 4.00000,  1.08920, 10.69049,  142,        1,
( -1/2|  9/2),-0.50000, 4.50000, -1.08920, 10.69049,  142,        2,
(  9/2| -4  ), 4.50000,-4.00000,  9.80284, -4.40197,  142,        1,
(  4  | -9/2), 4.00000,-4.50000,  8.71364, -6.28853,  142,        3,
( -9/2|  1/2),-4.50000, 0.50000, -9.80284, -4.40197,  142,        2,
( -4  | -1/2),-4.00000,-0.50000, -8.71364, -6.28853,  142,        3,
( 23/6|  5/6), 3.83333, 0.83333,  8.35057,  6.91738,  143,        2,
( 14/3| -5/6), 4.66667,-0.83333, 10.16591,  3.77312,  143,        3,
(-23/6| 14/3),-3.83333, 4.66667, -8.35057,  6.91738,  143,        1,
(-14/3| 23/6),-4.66667, 3.83333,-10.16591,  3.77312,  143,        3,
(  5/6|-14/3), 0.83333,-4.66667,  1.81534,-10.69049,  143,        1,
( -5/6|-23/6),-0.83333,-3.83333, -1.81534,-10.69049,  143,        2,
(  5/6| 23/6), 0.83333, 3.83333,  1.81534, 10.69049,  144,        2,
( -5/6| 14/3),-0.83333, 4.66667, -1.81534, 10.69049,  144,        1,
( 14/3|-23/6), 4.66667,-3.83333, 10.16591, -3.77312,  144,        3,
( 23/6|-14/3), 3.83333,-4.66667,  8.35057, -6.91738,  144,        1,
(-14/3|  5/6),-4.66667, 0.83333,-10.16591, -3.77312,  144,        3,
(-23/6| -5/6),-3.83333,-0.83333, -8.35057, -6.91738,  144,        2,
(  5/2|  5/2), 2.50000, 2.50000,  5.44602,  9.43279,  145,        2,
(  5  | -5/2), 5.00000,-2.50000, 10.89205, -0.00000,  145,        3,
( -5/2|  5  ),-2.50000, 5.00000, -5.44602,  9.43279,  145,        1,
(  5/2| -5  ), 2.50000,-5.00000,  5.44602, -9.43279,  145,        1,
( -5  |  5/2),-5.00000, 2.50000,-10.89205,  0.00000,  145,        3,
( -5/2| -5/2),-2.50000,-2.50000, -5.44602, -9.43279,  145,        2,
(  2  |  3  ), 2.00000, 3.00000,  4.35682, 10.06164,  146,    1+2+3,
( -2  |  5  ),-2.00000, 5.00000, -4.35682, 10.06164,  146,    1+2+3,
(  5  | -3  ), 5.00000,-3.00000, 10.89205, -1.25771,  146,    1+2+3,
(  3  | -5  ), 3.00000,-5.00000,  6.53523, -8.80394,  146,    1+2+3,
( -5  |  2  ),-5.00000, 2.00000,-10.89205, -1.25771,  146,    1+2+3,
( -3  | -2  ),-3.00000,-2.00000, -6.53523, -8.80394,  146,    1+2+3,
(  3  |  2  ), 3.00000, 2.00000,  6.53523,  8.80394,  147,    1+2+3,
(  5  | -2  ), 5.00000,-2.00000, 10.89205,  1.25771,  147,    1+2+3,
( -3  |  5  ),-3.00000, 5.00000, -6.53523,  8.80394,  147,    1+2+3,
( -5  |  3  ),-5.00000, 3.00000,-10.89205,  1.25771,  147,    1+2+3,
(  2  | -5  ), 2.00000,-5.00000,  4.35682,-10.06164,  147,    1+2+3,
( -2  | -3  ),-2.00000,-3.00000, -4.35682,-10.06164,  147,    1+2+3,
( 11/3|  7/6), 3.66667, 1.16667,  7.98750,  7.54623,  148,        3,
( 29/6| -7/6), 4.83333,-1.16667, 10.52898,  3.14426,  148,        2,
(-11/3| 29/6),-3.66667, 4.83333, -7.98750,  7.54623,  148,        3,
(-29/6| 11/3),-4.83333, 3.66667,-10.52898,  3.14426,  148,        1,
(  7/6|-29/6), 1.16667,-4.83333,  2.54148,-10.69049,  148,        2,
( -7/6|-11/3),-1.16667,-3.66667, -2.54148,-10.69049,  148,        1,
(  7/6| 11/3), 1.16667, 3.66667,  2.54148, 10.69049,  149,        1,
( -7/6| 29/6),-1.16667, 4.83333, -2.54148, 10.69049,  149,        2,
( 29/6|-11/3), 4.83333,-3.66667, 10.52898, -3.14426,  149,        1,
( 11/3|-29/6), 3.66667,-4.83333,  7.98750, -7.54623,  149,        3,
(-29/6|  7/6),-4.83333, 1.16667,-10.52898, -3.14426,  149,        2,
(-11/3| -7/6),-3.66667,-1.16667, -7.98750, -7.54623,  149,        3,
